Parcel_index,Nieuwenhuys_parcel,Lobe,GLI_exist,GLI_lateral,GLI_superior,GLI_median,GLI_inferior,GLI_Mean,Depth_exist,Baillarger_type,Baillarger_type_detail,Intrusion_type,Density_type,Reference,Original_information_source,Depth_profle
198,166,Temporal,1,181,,,196,189,1,Unistriate,,Euradiate,,Hopf1955,,"[245.26  231.435 227.34  227.99  226.72  224.745 227.86  226.85  231.615 231.035 232.04  231.92  232.1   230.45  231.65  230.99  231.62  226.855 227.875 223.605 224.26  223.1   220.145 221.85  221.585 221.365 212.45 214.245 208.595 200.105 191.465 182.77  171.05  160.44  152.695 148.825 146.545 137.05  131.72  108.52  127.415 119.685 121.03  118.42  118.8 118.04  113.595 106.58  102.945  98.305 103.69   94.09   92.015  82.435  82.685  89.45   91.12   78.945  79.05   76.44   83.125  75.895  76.245  75.315  85.885  73.61   68.905  57.83   52.82   48.53   49.215  44.455  40.205  39.415  37.48   36.705  35.72   34.645  33.815  33.805  34.53  32.46   32.295  33.435  33.015  33.005  32.635  32.68   32.74   32.05  30.655  28.815  25.28   25.535  30.14   36.165  25.54   23.31   23.185  22.81 ]"
199,167,Temporal,1,204,,197,198,200,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[247.335 188.845 192.33  194.15  200.38  196.005 197.81  191.72  191.745 191.21  190.945 191.115 191.42  188.1   188.205 182.395 184.11  178.04 179.725 175.78  176.53  173.295 172.115 173.335 167.06  171.54  168.645 171.645 168.525 165.165 158.975 154.365 146.92  140.165 134.44  117.925 112.435 106.35  103.14   97.64   92.335  94.075  93.615  90.725  93.655  81.92   86.38   93.005  89.22   92.745  85.7    80.725  85.7    82.19  81.875  80.71   78.045  79.58   79.265  79.9    78.89   73.155  76.7  81.145  80.22   87.595  79.56   75.955  81.83   77.45   69.495  70.655  69.12   61.58   57.95   59.425  61.84   56.335  53.07   51.705  48.075  50.94   49.315  49.565  44.935  35.44   34.405  30.59   25.825  30.775  25.435  24.8    25.195  23.78   23.965  23.05   22.38   20.015  21.25  22.12 ]"
200,168,Temporal,1,205,,204,204,204,1,Unistriate,Propeunistriate,Euradiate,Grossofibrosa,Hopf1955,,"[215.89  215.19  192.165 186.73  151.69  175.57  189.835 195.82  187.515 193.945 192.93  193.675 196.26  185.575 186.705 188.635 189.705 186.095 185.07  184.6   181.345 185.215 179.99  172.08  177.135 174.45  167.205 175.87  161.395 165.625 153.375 155.84  140.555 149.65  141.955 134.025 117.67  108.1   108.975 101.575 101.58  106.075 107.32  108.32  122.265 114.295 114.695 116.21  123.78  121.76  118.655 118.555 124.16  115.43 110.095 106.425 107.445 104.81   93.66  106.285 114.805 115.79  102.965 113.55  107.525 103.125 107.87  101.02   95.955 106.54  101.12   93.54  90.025  91.49   86.625  74.24   70.555  70.86   60.92   56.595  42.695  40.945  36.515  31.41   28.245  27.105  24.185  19.56   17.465  16.185  15.305  15.71   15.1    15.115  16.85   15.825  16.75   16.56   15.815  16.61 ]"
201,169,Temporal,1,100,,,94,97,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[207.12  163.935 133.9   160.76  164.065 130.27  132.425 140.18  150.795 154.15  155.39  158.61  156.285 159.005 156.935 154.665 155.555 155.8 156.81  150.715 155.26  146.78  144.53  141.795 140.3   146.205 135.105 135.5   128.68  121.855 120.055 117.155 110.775 105.515  95.98   87.05  81.445  75.35   64.565  59.77   57.875  54.395  53.21   50.755  54.68  52.62   56.655  59.325  56.     52.57   54.065  48.92   40.36   48.48  42.32   39.895  34.795  33.55   35.99   42.28   44.725  43.53   50.05  44.845  40.87   40.295  41.19   37.855  32.53   33.385  30.375  29.67  28.185  27.435  28.23   26.925  23.33   21.385  20.73   21.3    22.67  21.42   21.7    22.095  19.925  21.5    21.97   21.795  21.805  22.055  22.585  22.875  21.4    22.095  23.3    23.365  22.91   19.015  19.245  21.505]"
202,170,Temporal,1,91,,,,91,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[188.01  211.535 197.295 177.745 169.515 167.07  180.65  184.345 189.945 192.19  198.73  201.325 200.08  201.88  201.54  201.135 200.125 199.095 194.43  186.785 189.12  188.215 181.77  176.9   174.575 172.5   172.3 164.055 150.46  137.355 141.68  130.505 119.78  107.68  104.67   97.3  97.475  88.905  91.225  76.34   82.175  79.275  78.19   74.42   78.075  74.815  79.06   75.265  77.315  68.05   59.695  63.115  61.73   58.77  62.26   57.04   51.55   56.96   60.42   62.275  64.345  67.66   66.045  62.395  64.78   61.815  63.21   66.14   62.89   67.62   61.13   59.13  56.59   53.265  58.185  56.59   55.     54.555  47.315  46.635  48.375  44.775  40.69   40.735  35.25   32.725  27.215  25.83   26.38   23.535  23.15   22.41   21.15   20.97   18.58   19.675  19.58   14.6    13.605  15.09 ]"
203,171,Temporal,1,75,,,81,78,1,Unistriate,,Euradiate,,Hopf1955,,"[215.135 193.26  182.29  154.78  165.36  175.615 176.17  183.585 187.33 192.91  195.455 196.78  197.75  197.025 195.805 192.505 194.73  192.52 197.83  196.385 194.135 190.89  193.94  188.865 187.945 186.56  180.945 179.815 170.605 161.025 154.59  145.275 135.3   125.045 112.765  94.645  85.895  82.24   68.655  65.615  63.11   51.49   58.86   57.825  56.06  60.835  64.985  68.08   66.495  69.765  68.795  68.05   59.585  66.005  61.57   59.095  60.515  59.115  60.785  60.625  58.535  57.535  54.955  59.01   59.32   58.195  55.32   60.18   57.335  55.72   50.425  51.01  42.07   36.99   34.56   31.85   31.79   29.215  29.29   28.14   27.93  28.43   29.14   30.695  29.315  30.815  30.11   30.15   30.85   30.19  31.005  30.29   29.9    31.465  32.095  33.47   32.12   27.415  26.37  30.82 ]"
204,172,Temporal,1,75,,,,75,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[234.96  190.425 193.94  172.025 177.285 193.545 195.125 195.325 192.23 192.15  192.585 191.95  192.21  188.89  191.155 191.725 186.73  184.745 188.685 182.505 180.97  178.93  180.375 179.365 179.41  174.145 163.64 165.075 163.87  160.29  144.31  139.575 132.945 126.44  106.195 104.055  97.81   79.22   78.1    63.495  50.39   54.9    50.045  43.5    41.245  41.87   43.535  54.22   43.555  42.215  44.465  41.3    45.73   47.885  49.35   53.275  51.25   57.19   51.82   51.065  56.87   54.735  55.325  59.42   55.215  55.165  50.095  49.335  46.12   46.275  47.875  54.37  53.71   51.91   58.575  55.3    52.04   50.37   51.91   48.37   46.93  55.51   39.875  35.07   34.195  32.1    34.99   30.355  28.815  35.715  26.625  24.665  26.01   26.915  25.245  26.795  23.98   18.375  17.295  19.92 ]"
205,173,Temporal,1,,,89,136,113,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[239.515 124.41  125.655 137.76  147.365 145.945 151.885 158.08  155.66 156.33  144.945 152.11  150.265 154.96  152.715 152.435 147.205 144.67 144.075 141.465 137.085 138.46  135.225 136.825 137.49  130.015 130.435 128.685 121.74  117.415 108.575 104.715  96.565  98.23   86.355  78.87  67.95   58.835  56.6    59.925  57.635  60.22   55.305  56.69   58.22  62.35   67.215  71.33   70.895  76.675  74.805  70.96   70.52   71.2  70.16   69.48   69.29   72.705  63.475  60.845  61.71   57.59   57.875  57.7    56.665  55.56   55.12   54.505  52.92   53.675  55.35   52.935  52.4    56.49   55.47   51.555  55.085  53.115  51.31   46.875  43.175  47.575  41.205  40.005  39.305  34.175  34.175  31.375  28.155  25.53  23.205  21.47   22.32   22.015  22.665  22.05   20.925  18.595  18.355  18.555]"
206,174,Temporal,1,80,,,89,85,1,Unistriate,,Euradiate,,Hopf1955,,"[223.145 215.97  217.285 219.955 222.76  214.515 210.66  209.55  204.66 203.32  204.535 202.63  198.99  197.535 197.415 197.155 195.04  193.915 193.615 189.495 184.785 180.625 176.55  175.86  159.68  152.38  142.5 133.24  121.205 118.355 101.27   89.74   78.975  77.835  67.65   61.815  66.79   60.415  63.785  64.845  59.555  62.43   59.14   59.525  59.375  61.12   63.14   61.08   63.805  62.105  56.745  58.655  59.49   61.865  62.08   61.215  67.325  65.96   65.89   63.84   60.1    53.01   53.675  50.29   45.335  50.075  47.75   52.035  46.265  44.41   46.63   40.135  41.35   34.295  28.415  26.39   24.53   23.7    23.645  22.215  22.07  24.05   20.415  21.78   21.285  20.48   20.915  20.76   22.525  21.435  20.32   20.27   20.325  21.53   22.165  22.555  22.595  20.64   20.925  20.61 ]"
207,175,Temporal,1,,,102,102,102,1,Unistriate,Propeunistriate,Euradiate,,Hopf1955,,"[206.6   201.475 203.87  204.095 206.875 208.78  209.995 213.04  206.02 202.95  196.93  189.195 196.485 201.74  203.445 206.655 201.35  202.11 200.595 201.405 201.315 203.26  207.52  206.305 207.03  206.36  200.805 199.925 195.47  190.22  189.48  183.71  176.98  171.555 160.7   150.36 132.155 118.87  110.255  93.1    84.28   83.505  84.18   84.69   85.98  86.4    93.975  90.775  90.155  89.795  89.85   93.61   91.615  83.625  84.01   86.235  78.475  74.305  77.675  74.46   74.055  64.375  58.38  67.335  64.745  64.45   66.715  53.07   49.365  45.615  47.805  48.57  47.265  36.875  29.965  26.715  28.71   24.815  21.72   23.61   20.715  21.295  21.62   21.52   21.83   23.865  25.085  24.48   26.58   23.765  22.58   21.01   24.52   21.48   22.835  22.41   22.465  21.535  20.375  21.475]"
208,176,Temporal,1,,,103,104,104,1,Unistriate,,Euradiate,,Hopf1955,,"[241.8   216.765 215.19  214.355 218.795 215.605 218.875 213.8   217.165 219.335 220.115 221.445 222.37  223.235 223.845 218.705 219.69  220.615 222.58  223.46  223.025 221.34  219.325 221.54  221.31  220.045 218.02 215.73  210.84  205.265 201.715 196.695 187.765 175.745 169.12  164.59 162.71  153.48  148.585 142.77  140.315 136.025 132.13  130.01  121.995 128.18  127.535 126.29  129.305 126.915 124.855 122.335 118.84  128.015 123.62  117.44  123.195 119.225 117.845 116.315 117.86  110.72  110.33 111.565 107.96   98.425 103.355 100.625  92.555  86.74   81.595  72.415  64.97   63.315  57.395  52.255  47.215  46.595  39.85   38.495  35.955  30.295  26.55   23.705  24.74   21.905  19.555  18.895  19.49   20.645  22.73   28.05   27.42   28.62   26.43   23.38   21.875  16.785  15.3  13.435]"
209,177,Temporal,1,,,112,113,113,1,Unistriate,,Euradiate,,Hopf1955,,"[247.    234.05  230.915 230.835 231.255 228.62  228.315 228.53  227.06 219.545 216.53  220.055 224.58  226.25  224.46  226.225 218.995 218.045 212.93  214.905 220.495 216.465 210.67  212.755 213.895 212.145 211.135 210.2   209.51  204.995 201.185 199.8   201.98  198.075 193.145 179.85 167.235 159.43  151.065 138.855 124.575 118.735 105.635  95.855  85.075  71.69   70.83   69.925  72.195  74.16   77.615  91.63   92.76   83.09  86.985  93.955  95.19   82.4    83.835  77.1    70.65   69.095  69.5  56.835  51.205  50.08   45.245  44.28   46.41   43.63   36.465  38.485  37.71   28.425  24.69   22.49   15.625  17.33   14.985  14.555  14.645  14.73   14.855  14.62   14.615  15.29   16.45   15.885  17.135  17.485  17.68   15.135  13.69   15.735  16.085  14.125  15.23   14.13   13.515  10.975]"
210,178,Temporal,1,,,,197,197,1,Unistriate,Singulostriate,Euradiate,Dive,Hopf1955,,"[210.84  220.015 221.305 222.825 221.995 221.805 220.65  221.595 221.305 221.785 219.585 222.03  217.995 201.255 219.23  221.7   219.055 218.13 218.925 216.345 216.34  215.965 211.9   209.61  213.12  210.145 209.11 208.46  207.4   206.25  207.185 206.145 207.26  207.225 207.435 202.645 199.355 196.235 191.69  191.03  185.735 184.81  184.81  176.305 183.405 176.705 178.56  173.175 163.765 163.65  154.02  145.195 141.565 132.245 131.075 123.75  124.345 116.98  116.225 105.67  110.845 107.745  94.14  81.02   75.095  67.625  63.195  57.555  50.805  41.74   34.57   28.185  28.695  24.795  25.365  26.045  30.87   32.22   25.11   24.645  25.135  25.21   25.905  26.145  24.92   26.355  26.855  27.58   27.305  28.125  27.255  28.055  30.745  28.06   27.35   27.535  29.33   27.08   22.83  23.7  ]"
211,179,Temporal,1,,,116,117,117,1,Astriate,Propeastriate,Euradiate,,Hopf1955,,"[243.635 229.905 228.18  216.565 180.405 155.965 201.975 209.225 208.225 211.78  212.145 210.53  210.49  208.37  208.55  205.655 200.115 202.4 199.735 198.135 191.94  190.335 188.05  186.79  181.96  167.27  167.4 160.045 142.565 130.9   113.     99.98   86.03   81.85   79.345  74.325  71.55   69.875  76.06   77.095  78.69   77.605  82.71   77.52   73.465  66.445  66.955  63.845  64.065  61.45   59.335  59.31   52.095  54.52  55.785  57.465  54.655  55.33   54.38   52.83   49.515  46.595  45.89  38.05   36.46   33.42   28.65   29.36   26.665  25.58   27.015  24.07  20.695  20.035  18.35   17.06   16.98   17.94   19.37   19.83   20.525  20.735  19.93   21.14   22.86   22.195  22.07   22.24   21.83   22.84  22.36   21.235  20.445  21.945  23.405  21.695  21.415  20.095  15.965  17.64 ]"
212,180,Temporal,1,,,110,111,111,1,Unistriate,,Euradiate,,Hopf1955,,"[229.98  230.02  218.445 179.16  190.29  203.675 203.41  203.355 196.725 204.77  200.545 202.94  205.745 201.225 199.345 199.45  198.56  197.92 198.515 195.93  190.39  189.16  191.525 184.94  183.72  185.75  180.96 177.88  167.615 155.26  141.015 135.8   122.77  112.66  100.12   82.555  72.095  59.38   48.425  49.61   53.58   45.43   47.65   52.605  57.865  50.42   53.13   54.64   61.25   55.51   56.3    51.515  47.895  57.595  53.98   55.48   51.365  56.25   52.755  52.555  57.08   50.085  43.53  39.11   30.57   30.9    28.205  24.76   26.195  23.775  21.535  21.095  19.125  17.88   19.33   19.69   22.875  23.425  21.325  21.7    22.72  23.31   24.505  24.97   24.26   23.875  23.9    26.79   25.24   37.695  36.875  35.295  36.19   33.005  30.265  32.465  22.105  19.565  15.25  18.94 ]"
213,181,Temporal,1,,,186,186,186,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[244.945 198.34  186.03  188.32  197.23  196.745 203.835 204.435 203.69 206.04  209.655 208.95  209.16  208.54  210.605 210.495 205.74  208.44 207.415 205.055 207.075 205.14  200.375 201.46  203.93  203.365 197.945 199.76  199.265 193.97  188.395 180.955 181.92  173.435 169.39  165.675 154.76  146.445 134.025 128.305 123.08  111.315 109.915 108.265 109.825 120.95  122.32  118.17  119.59  117.55  114.84  115.61  108.37  116.23 111.255 122.69  110.205 114.375 102.315  99.97   94.7    95.17   85.625  85.245  87.23   85.035  73.525  64.29   41.99   42.485  37.615  29.22  26.66   23.3    21.01   20.805  23.25   22.59   35.985  43.995  41.02  27.875  24.215  24.19   27.835  28.095  28.945  52.785  61.98   42.085  40.285  59.09   72.575  76.175  52.93   49.22   54.4    63.75   43.26  22.435]"
214,182,Temporal,1,,,143,143,143,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[249.62  235.32  234.185 231.26  231.825 230.77  223.35  210.835 217.755 224.72  228.565 228.93  224.62  226.52  223.865 219.97  216.01  213.3 211.29  205.87  205.405 204.095 203.16  204.79  204.085 206.22  196.765 196.955 191.585 187.765 180.37  168.77  158.045 143.785 128.87  111.03 105.28  106.11   99.06   97.3    99.915 101.54  106.125 108.26  108.895 119.18  114.36  118.78  122.68  124.395 119.65  120.475 122.265 115.06 109.03  115.4   112.995 109.99   97.965  93.08   83.57   74.34   66.62  61.365  62.77   54.27   44.865  39.47   36.75   34.785  29.9    29.165  24.12   21.795  23.395  23.33   18.92   18.52   19.145  18.725  20.325  20.08   20.095  21.275  18.015  26.035  29.03   34.13   26.775  28.085  22.825  21.53   25.22   22.155  24.585  18.75   18.29   18.98   19.96  17.515]"
